count, author, comment, isLiked?
70,PsychoGoat,I have android 10 but when 11 comes out my device supports it,False
71,Parth Patel,I am using Android 6.0 marshmallow ok so don't cry.,False
72,Pr0YT,crys in android 10,False
73,Pr0YT,@Parth Patel what phone you using?,False
74,Rmdhn,Laughs in custom rom superiority,False
75,Chirath Nirmana,Same,False
76,NoobDoggo,Laughs in Android 10 with 3 year software updates on Samsung.,False
77,ULTA Edits,Cries in android 8.1,False
78,Jim Russell Friesen,Me,False
79,Gokul K,Iam waiting for miui 13,False
80,suleiman _34,@Gokul K I am still waiting for 12  lol,False
81,Tim Ko,Yay!!,False
82,Adam 7ep,I am,False
83,M64 Serrano,Me!!! Tho even if Samsung put this on OneUI  there will be not much changes because some of those features are already enjoyed in current UI hahahah,False
84,Ijaz M,@M64 Serrano Yeah  we can expect some new features from Samsung side.,False
85,Assassin XTreme,@Gokul K i am waiting for RealmeUI 2.0 😢,False
86,Kirby The Arale,Waiting for tab A 8.0 if that's possible.,False
87,- Eugest-,Yes yes,False
88,Ganesh Yadav,Exactly,False
89,FLIM : Gaming Stuff,It is because Android is open source and it allows companies/developers to add features themselves 🙃If you had some other OS like iOS  you would have had to wait years for the company to add the features you want,False
90,Luca Meleleo,@FLIM : Gaming Stuff yep  I totally agree with you about this. Thank god I'm no longer an apple user (I've had an iphone 5 for 4 or 5 years but that's it),False
91,Marius Hofert,.... but a ton of bloatware (I'm a Samsung user),False
92,M64 Serrano,@Marius Hofert hahahahah. Not much tho. I'm a long time samsung user and I find everything on the devices super relevant. They are just putting what the users need just like what Apple does with their devices. Samsung One UI is one hella clean UI. That's why I prefer it than Pixel's Google stock UI which I find so basic. For professional use  I really find samsung as one of the topnotch.,False
93,Journey to Alex,FLIM : Gaming Stuff Apple also has these features already or announced them for iOS14😅... So no need to be hating on them,False
94,Zuhayr Zaheer,Luca Meleleo Tbh APPLE HAD THIS FOR MANY YEARS LOL 😂,False
95,Luca Meleleo,@Zuhayr Zaheer yeah  apple is light years ahead right?,False
96,Luca Meleleo,@Marius Hofert yeah well  it is kinda true...there's a lot of samsung apps which are quite the same thing as the android ones; this is because samsung and android are in the middle of a "war" and samsung is trying to make his apps prevail (btw I'm sorry for any mistakes I may make  I'm not a native speaker),False
97,Nezunish -,@Marius Hofert well that was when Samsung was using TouchWiz worst skin ever. Now with One UI it hella clean.,False
98,EPIK 567,Poo phone,False
99,Ansh Patel,Mine too (samsung galaxy grand prime 3g) 😂,False
100,habib Ur Rahman,my mom : android 10 me: android 4.4,False
101,Fahd Prabu Gaming,Lol,False
102,Kira Channel,Mine at 8 :/,False
103,FASHAPRO321,Google : *launching android 11My phone : *stuck in android 10,False
104,David Williams,@FASHAPRO321 same,False
105,VILANI TV,@habib Ur Rahman use android 4.4 for hacking   android 4.4 only work hack wifi.. 5.1.1 and other not work,False
106,Rayan,@VILANI TV hackers,False
107,FASHAPRO321,@David Williams lololol😂,False
108,sonickirbyfan131,yea! theres so many new features and its all so smooth! feels like we have been waiting for screen recording forever now haha,False
109,Palash Baruah,@sonickirbyfan131 that screen recording feature is already available in many Chinese phone OS. 2 years ago it was there in my Honor phone  right now a better version in my Realme  device.,False
110,Christian B.,Yeah but not to clean. They still keep the colored button's in settings for example which makes navigating them much easier. Clean but functional.,False
111,sonickirbyfan131,@Palash Baruahyea thats true  but im happy to have it on the pixels now!,False
112,Levi Benisty,That's only in pixel devices...The rest is mhh OnePlus also has changed the system UI To look different 😟😟,False
113,SkyyySi,@Levi Benisty Luckyly it's trivial to install custom roms on OnePlus devices - for now at least.,False
114,Vlad Gluhov,stock android was always like this,False
115,Kunal Ranjan,Androids trying to become more of iOS lately lol,False
116,Shiv,But then companies use shitty custom skins on pure android to ruin it,False
117,Jan Apolsid,Yes,False
118,Jang-geum Seo,I’m typing this on my budget phone android jelly bean😭😂,False
119,Sayooj Garrix,Me too having 5.1.1 😅😭,False
120,Najumudin Ibrahim,Android kitkat,False
121,Divyesh Dabhade,Use custom rom,False
122,Konca Celik,Android 3,False
123,Royale Pass,Android 8.1,False
124,Sayooj Garrix,@Jang-geum Seo me too  having a 90$ potato phone 😭,False
125,shady95,me cries in Octopus Android,False
126,Yato Yaboku,Im in android Jellybean 4. 3. 1 :),False
127,Prashant Singh,KaiOS🤗🤗😭😂,False
128,El Desarrollador De ROMs,Me,False
129,I don't exist,I don't even have a phone that time,False
130,MOHAMMAD ZAID Parray,Me,False
131,M.Hassan TechZ,THIS IS ME STILL STUCK IN ANDROID ICS And Android 10 too...,False
132,Francisco Alvaro,Me on my Xperia J :( good times,False
133,The sans behind the SlAuGhTeR Lol,Me,False
134,mj,internal is a must have,False
135,Хочу погладить Манула,2. Download DU screen recorder,False
136,Insane op Gaming,Buy a oneplus,False
137,Leonardo Gualandris,Хочу погладить Манула It cannot record audio,False
138,Reunomi,this,False
139,Eduard Daniel,oh so you android nerds get this now...okay,False
140,Reunomi,Eduard Daniel ? ? ?,False
141,Yusuf Firdaus,I have an a old phone is asus zenfone max Pro m1 (android one' 10). There's not have screen record  so I download 'screen reorder no ads' and it can record internal sound,False
142,Deaen,@Eduard Daniel my samsung phone already have it (android 9) so not all of us lmao,False
143,Jared Wynne Padron,Realme 6 and it has internal recorder,False
144,TDG Chromium,That will forever remain a question,False
145,Daniel,Those who decided that support is important to them when buying a phone will get it. Those who said BRO 12 GIGS OF RAM BRO will have to live with the consequences of their decisions and wait 4-6 months (edit: or forever),False
146,Obi Walter,Just use custom roms,False
147,Albert Jackinson,The percentage of people who get these updates is increasing thanks to Google.,False
148,M64 Serrano,Switch to Samsung or Pixel then you will surely get the update. 😉,False
149,Navaneeth S Krishna,Google : New Android versionMe : Cries in Huawei,False
150,Rαʝɳιʂԋ Kushwaha,I flashed today.it is clean   smooth and fuild😋😉🤗🤗,False
151,MSF gaming and tech,Devices after 2018 and devices which currently have android 10 will only receive the update  if you have android 9  you will not get any update,False
152,Gunjanav Kalita,Good question indeed.,False
153,Flaying Cat,my s10 will get this update lol,False
154,cyrus mixx,it's about time...,False
155,Tekno77,Yes it's great that it's standard now so we don't need every company to make their own version. Standardized features are always good imo.,False
156,Kevin Reyes,I have had OnePlus and it's been a thing on this brand forever yes very useful,False
157,Open This Link,https://youtu.be/BQJJosrTbSM,False
158,V Kat,Finally catching up to iOS...,False
159,muzaffar syam,I have that since Miui 8 4 years ago.. 😅,False
160,Nidhal Mahjoubi,Is that not a thing already? I've been using that from Huawei for years,False
161,Justin Bach,@V Kat samsung had that for years like OP Huawei and xiaomi,False
162,SwiftieEilish 1989,iPhone have that feature for years now.,False
163,shainshad kp,I am having one plus and we got that covered. Yeah 💪,False
164,Minh Thành Bùi,Wow  build in screen recorder with only internal sound record! I love it!,False
165,Remicks ♪,I love having a Samsung device! Somehow there are always features that I already have in the previous version haha,False
166,Outright Tech,Really love the way Android is improving itself and it has come a long long way  and looks really clean and much more productive now #outrighttec,False
167,Fernando Callo,1:12 Bruh  I've had this option for years...,False
168,Anchor Gaurav,1:21 Permission Auto-Reset is an underrated feature.,False
169,Keshav Bajpai,I mostly have all these features in Samsung one UI 2.0,False
170,Leonel García,Yo  con Android 9 que nunca se actualizará porque mi celular es un Alcatel: .____.XD,False
171,Dawson Design Production Co.,So… you just made it more like iOS… Cool!A lot of those features will come in handy next time i'm reviewing an Android device.,False
172,sumit singh,Please add the feature : >Turn off the switch off button in lock screen so that no one can switch off the phone after thief plzzz,False
173,Abdul Alfaa,I just received android 10 last month on my phone:(,False
174,Calvin F.,I am really impressed with the cleanliness of Android. Thank you.,False
175,Navin Muthu,Accessing permissions for that one time is a great upgrade . Good job Android 👏👏,False
176,SSJ Rosé Black,Yeah..😍😍Android 10 doesn't even feel like a mew android OS... it's just old remastered Android 9Hope this one will 😍😍,False
177,raviteja___n,I was very curious about Android 11 But   after watching this video Theres nothing special in it .,False
178,Nikhil P.,I'm still on Android 9 even though I have an Android One device. 😂,False
179,BrothersXpro gaming,I hope gonna be a optimized and internal audio recording of quality.,False
180,proPerf 404,0:33 This feature is already on Samsung Phones on Android 10Edit:I mean most features is already on Samsung on Android 10,False
181,Imusixxnelu,I wish I could have the features  but I can't :(  moto e6 will never get the update!,False
182,kay Kc,Look and feel has been the same for years but it's ok,False
183,Linton,It's been about time we get wireless android auto. And also in time cuz my cable just broke,False
184,TECH J,Look they need to improve the widgets make them more dynamic and more smooth also they need to figure out a way in order all devices can have the latest android version despite the skins (miui emui)..and last but not least they need to improve a bit more the fluidity the smoothness and the animation of the overall ui...,False
185,Asmit,@TECH J They have figured out how to keep all devices to the latest android. Search for project treble. But others are not implementing it.,False
186,J L,Great. Now Android just needs an adoption rate as fast as Apple. A huge challenge for Google I'd say.,False
187,José Ángel,@TECH J There's always room for improvement (Look at Samsung One UI) & iOs (multiple widgets in the same page),False
188,FortydroidG,They pretty much have no competition ever since Windows Phone died.,False
189,V Kat,FortydroidG No competition? iOS doing very well now!,False
190,FortydroidG,@V Kat Yeah except it's exclusive to iPhones unlike Android and the former WP. Probably explains why they've resorted to copying each other lately.,False
191,V Kat,FortydroidG Yea I totally agree  I would love to see iOS on other devices  but I guess it would lose its stability  and Apple would never do it of course  so Android is doing very well on this field  from time to time i switch to Android  they only issue is apps  you buy something for iOS and then you have to buy it again on Android or it doesn’t exist at all...,False
192,Mas Mas,Hopefully there will be feature like minimized app without pausing it  natively. In gaming perspective it will come very handy cause alot game have auto feature these day. Considering nowdays phone have big Ram and good chipset that basically can handling it easily. Also split screen that can handle 3 app simultaneously cause phone had become bigger and high screen to body ratio.,False
193,aRUnKA,@J LI'd agree  but for apple they don't have an "adoption rate" per se. It's just that the only phone that adopt iOS are iPhones.Many of Google's improvements aren't widely adopted. For eg:•biometrics API— apps recognise verification  regardless of type. Instead making developers integrate fingerprint/face unlock/etc separately•CameraX api— so that apps can take full advantage of your hardware.These were implemented in 8 9. Many apps don't use them. But that can easily change  and google keeps improving the update situation.,False
194,Ayrton866,One UI 3.0 vai ter função de Android 12.😂😂,False
195,Ângelo Carvalho,@Ayrton866 já da pra ter um spoiler né kkkkkk,False
196,Dneail,No-one but you!,False
197,Austrin Ivander Fanly,@Dneail oh  we meet again  also you're wrong.,False
198,EPIK 567,Me with Android 10 😎,False
199,ROFI SMG,Nope  other company want a money to,False
200,GAMIR_SFM,Stock android is soo limited  i preffer OneUI,False
201,MrGuardianX,I wish they finally made the phone which actually can last the whole day.,False
202,Wolverine 1832,@GAMIR_SFM same,False
203,JEFF FRANK,Yeah same,False
204,Falcrows,@MrGuardianX Most phones can last a whole day  my dad had an Acer phone that stays on 100% for a pretty long time,False
205,muzaffar syam,I prefer MIUI..,False
206,Atthariq Ibrah,That's  why many devs maintaining aosp custom roms,False
207,Dipanjan Pal Chowdhury,@MrGuardianX I can use my phone for almost 48 hours without charging and its a 3000 mah battery phone  and I am connected to wifi for atleast 10 to 12 hours daily for work related stuff  yea and I don't game which is probably it lasts long.,False
208,Hanan PP,@GAMIR_SFM Oxygen os for me ❤️,False
209,Roy Christian,sat  19 sep5 features.,False
210,Lauri Amouga,LMAOOOHAHSHA YESS,False
211,Jitubhai Shah,Yeah its great and has a lot of features  I have been using the galaxy m21 and the one ui looks super dope. But actually android 11 gonna benefit my phone as I will get a built in screen recorder  Samsung doesn't give such features on the M series except the galaxy m51. And also if the android 11 is good  imagine the one ui 3.0 with new amazing features !!!,False
212,Asad Shaikh,@Jitubhai Shah OneUI has an inbuilt screen recorder.,False
213,Jitubhai Shah,@Asad Shaikh I have the galaxy m21 with One Ui 2.0  no screen recorder. U would be having an A series or S series phone,False
214,Asad Shaikh,@Jitubhai Shah oh yes  I have an S9 plus. So M series don't have that feature? What a bummer. It's not fair!,False
215,Jitubhai Shah,@Asad Shaikh yup  but with the android 11 update  gonna get that,False
216,Asad Shaikh,@Jitubhai Shah 👍,False
217,Parth Patel,This indeed it's the most underrated feature. Also "One time permission" ♥️,False
218,Rishabh Tiwari,@Parth Patel one time permission is already available in OneUI.,False
219,Parth Patel,@Rishabh Tiwari but not all Android phones that are gonna receive Android 11 update and all the newer phones that would come with it use One UI  so... what?,False
220,Jenis Sanghani,invest !!!,False
221,Jonathan Andrews,😆,False
222,Yashwanth R,Don't worry man. Try a compatible custom ROM for your device but make sure it's a trusted one. All the best👍.,False
223,Jyothish RS,Android 6 here,False
224,Raajagopalan S,Broke in android 5,False
225,Nostalgic inquisitor,Cries in Android lollipop 5.1.0,False
226,morjith mattapalli,Me using android 6😿👍,False
227,MemeMan,I have android 8 but I have a cousin who has an htc phone with android 3.1,False
228,Nikhil M Warrier,Cries in nougat,False
229,AljunCortezYT,Dont worry there are Android 11 GSI out there and you can experienced that,False
230,NEWGEN 뉴젠 Vlogs,Cries in android ics,False
231,LEGEND,Cries in 8.1,False
232,Nidhal Mahjoubi,I'm on Android 9 and all these new features don't interest me. I only want the dark mode feature from android 10. Otherwise I'm satisfied with what  I have now,False
233,#DRW,@Parth Patel don't cry  we all will have better Than this in future when we buy a new one.... Ao just enjoy,False
234,Parth Patel,@Pr0YT Motorola e3 power indian varient.,False
235,Mohamed Idrish N 18UCHR032,Also me crying in android 5.0.1,False
236,Primacy,Cries in custom rom locked pie..,False
237,POCOGuy,Custom ROM :),False
238,Daniel Fermin,@Parth Patel dude i feel uu,False
239,Just A Regular Youtube Channel,Cries in Android 2.3,False
240,john weak,Cries in ios,False
241,Lone Ranger,Android 5 joined the Chat xD,False
242,Lone Ranger,@Nostalgic inquisitor yo you're everywhere lol,False
243,Magnum Revolver,I have android 10,False
244,Nostalgic inquisitor,@Lone Ranger 🌚🌚🌚,False
245,pratama putra,Meanwhile me still in 4.4.1 kitkat,False
246,Johan T,@ULTA Edits Damn son 😂.,False
247,Johan T,@morjith mattapalli Wtf🤣.,False
248,Johan T,For all the people on Android 8.1 and below that sh*t baffles me lol. Damn.,False
249,varun ydv,@Parth Patel u have j7 2015😂,False
250,varun ydv,i have mia3 with android 10 i hope 11 will also come,False
251,Parth Patel,@varun ydv moto E3 power,False
252,Kabeer Jadhav,@Pr0YT Samsung A50,False
253,Lutful Kabir,Stay happy with what you have.,False
254,Kayden Yerington,laughs in android 10,False
255,Hassnain Afzal,Cries in android 10,False
256,Carl Williams,laughs in Pixel 3a,False
257,Хочу погладить Манула,Android 10 + ColorOS 7.1,False
258,varun ydv,@Parth Patel oh i have j7😁,False
259,Aravind Sai,Cries in android 2.4.6,False
260,Ionut Ioja,Same😭,False
261,Manan Kapoor,M using realme X2 😅,False
262,Bujaboy,laughs in android 10.,False
263,Opelsi,Cries in Android 6,False
264,Saad A,I’m on fucking KitKat how bout dat?!,False
265,Opelsi,@Saad A Press K,False
266,Ahsan Bulbul,Cries in cupcake 😂,False
267,Abin John Varghese,Be happy with what you have God will fulfill all your needs when time comes.,False
268,ツD E R A,Im using android 4.3  ,False
269,Rishabh rix,cries i android 8,False
270,iamsalvoo,reading in android 10,False
271,Ebrahem,Yes😍👌,False
272,Lovey Bhatia,@Assassin XTreme Me too,False
273,Zuhayr Zaheer,@Luca Meleleo It was...,False
274,Luca Meleleo,@Zuhayr Zaheer yep...that's true! Sadly (at least in my opinion) apple is not innovating  it's always the same thing from iphone 10 or so. Although  I do believe that soon (because of samsung  motorola  xiaomi etc creating new and original smartphones  like the folding ones) they will create something very cool. At least I hope!,False
275,Flaying Cat,@Marius Hofert alot of people says samsung has alot of bloatware but i use S10 and i dont even see any crashes  lags  or ads that just pop out of nowhere,False
276,Flaying Cat,@Nezunish - agree,False
277,FLIM : Gaming Stuff,@Journey to Alex yup! What did I say? You had to wait so many years for a basic function like customisation! On the other hand  even when Android didn't officially have s teen recording  we could do it. iOS is closed and that is the reason you had to wait so many years to get that basic feature 😂,False
278,FLIM : Gaming Stuff,@Zuhayr Zaheer AND ANDROID PHONES HAVE BEEN ABLE TO USE IT SINCE A LONG TIME BACK ALSO! MUCH BEFORE APPLE!,False
279,Zuhayr Zaheer,@FLIM : Gaming Stuff BRUH INSTALLING A APP ... PFFFT GET OUT OF HERE,False
280,Simple__ Ryan,@M64 Serrano All Samsung bloatware are stupid I just freeze all of them  I mean why are there 2 app stores,False
281,Simple__ Ryan,@Flaying Cat bloatware like the 2app stores the 2 calendar and more,False
282,Journey to Alex,FLIM : Gaming Stuff FLIM : Gaming Stuff I’m happy with my phone. It can do everything I need. I’m not even interested in Android. This vid just popped up on my time line & then I got curious. I don’t know what to say. How was I waiting? These are not life altering changes... I never thought about any of these features much.About customisation on Android I think it is great but I don’t want it for Apple ... I’m even sad that Apple will have widgets soon. I don’t find them useful. I used to use Samsung phones and I never used any of the customisations options and hated the openness of the OS. I felt like I had to make decisions all the time even tho I just wanted to use my phone. Personally I’m not a fan of all this customisation. Also I really don’t ever wake up and think: oh I’m so sad I can’t place a widget here or I’m sad I can’t change the design of my phones software.Won’t leave Apple soon and I just hope everyone enjoys their phone as much as I enjoy mine no matter whether it’s from Apple or Samsung or runs android.,False
283,Ansh Patel,I knew someone would definitely write this,False
284,Blue,I was one of those Samsung users  also I have a J5 Prime. Even that's very old  so  I had to update my device. It got the Android Oreo update.,False
285,Rishabh Tiwari,@Luca Meleleo But SAMSUNG give permission to delete almost all including SAMSUNG's own app.,False
286,Rudra N Roy,Exactly.,False
287,Akash Sajjan,Marius Hofert you can remove the bloatware using adb commands  its simple if you have a laptop and no need to root.,False
288,Mark Neiel Nacion,I love that ui. MIUI 12 is great too  just delete all the bloatware.,False
289,Akash Sajjan,@Mark Neiel Nacion miui 12 has awful amount of bugs.,False
290,K S,Yes Xiaomi too,False
291,Mark Neiel Nacion,@Akash Sajjan yeah it's a pain. I want to use one ui 2 rom on my Xiaomi but I mean MIUI 12still pack great features.,False
292,Foaad Hisham,@Zuhayr Zaheer most android phones have it,False
293,Mr. Donut,Yes thats cool but one ui is very slow on my phone  i wish i had stock android,False
294,Henry Stickmin ➊,FASHAPRO321 yeah,False
295,Javi Otazo,Me too ( Galaxy J7 ),False
296,FASHAPRO321,because my phone is Huawei😂,False
297,Vansh Kakwani,@VILANI TV howww?? I also have it😅😅,False
298,Kiran James Enriquez,Android: Has Android 11My Phone: Android 9.1.0.327AE,False
299,KEN KANEKI,Same 5.1.1 my phone is fucking literally a five years old phone thats like half the year it will slow down drastically 10 years fok imPoorIt was lagging when it was 3 years still lagging af ://///////////////,False
300,A random person,My android 4.4.2,False
301,Muhammad Habib Khan,lmao my mom's stuck at 5.1.1 too ^^,False
302,HunterDixonRick The Walking Dead News Everyday,Need 🤣😂,False
303,Spitcher 0809,@VILANI TV zanti  wifikilll  wps wpa...,False
304,E.V. Vlogs,I have the V.5.1.1 in my phone too HAHAHHAHA,False
305,ahmed4363,@VILANI TV how about android 3. Since I can't update to that,False
306,nama saya apa,Indo wkwkkwk,False
307,Fahd Prabu Gaming,@nama saya apa iya wkwkwk,False
308,SkyyySi,@Vlad Gluhov No. Since version 9 or 10 they started to focus on polish and not redesignong everthing.,False
309,FryingRonald,cRiEs iN ANDrOid 4.2.2 (JelLYbEaN),False
310,Kevyn Morgan,It's been clean since miui 11... All this aren't new,False
311,Rahmandi Madenda,Yesss  Feeling smoth even on the old sdm636 :),False
312,suleiman _34,@Shiv I have a Xiaomi  & its custom skin just amazing,False
313,suleiman _34,@Kevyn Morgan MiUi users had Internal audio recordings since ages 😂,False
314,Shivam Thodge,@suleiman _34 yeah and it received ads before anyone else as well 😂😂,False
315,suleiman _34,@Shivam Thodge idk  I don't get any 🤷‍♂️,False
316,Magnum Revolver,🤔🤔,False
317,aRUnKA,@Kunal RanjanHow? Android is still full of freedom  OSS  and easy to use. Applying gestures doesn't mean it is now "like iOS".If anything  apple is clearly copying android with its widgets  app drawer  etc. It has copied hundreds of features over the years.,False
318,Aasif Ali,@Shivam Thodge turned off ads  & not seen them since,False
319,Munna Rocks,S,False
320,Magnum Revolver,K,False
321,Zuhayr Zaheer,TudBoatTed Tbh APPLE HAD THIS FOR MANY YEARS LOL 😂,False
322,Bryan Lim,I hear the word CLEAN used to describe an OS. What do you mean by that? Surely  you can't be using the word to mean free from dirt or something.,False
323,Mahit Mehta,Samsungs  oneUI skin looks really nice,False
324,Derp,@aRUnKA Actually true,False
325,Assassin Master16,@Shiv hey One UI 2.5 is great I love the wireless dex feature it's really cool and I think Samsung have done quite a good job with One UI. However everyone is different so I respect your opinion,False
326,KANGURI,@sonickirbyfan131 screen recorder is available before on miui os (xiaomi),False
327,Xitler 维尼大帝,True it's starting to have cool features again. (Stock Android),False
328,Henry Stickmin ➊,TudBoatTed Samsung is garbage and it makes android look stupid,False
329,Bhargav Kalita,iOS too,False
330,sandy,But companys sell android are not  nice,False
331,Ahalya Abinash,Yeah I really like what there doing,False
332,That one hero with no hair,They copied apple  that's why,False
333,kelploo the go so fly fan and emma fan live streams,But I have a old phone I can't get a droid 11,False
334,PRNJL,iOS is still cleaner,False
335,Ahalya Abinash,@PRNJL nah android is way cleaner,False
336,MuhAzk 318,Same i cant wait for android 11,False
337,Fanica 5D,Ikr,False
338,- Eugest-,@shady95 me on android 10,False
339,Shihab Chowdhury,I'm here with Android 8 Oreo🙂,False
340,Shubham Paul,My aunt still use kitkat version,False
341,2boxes1cup,Good evening. I have Galaxy Note 3,False
342,nick master,Me stuck in 7.0.0,False
343,Peace was Never an Option,@Sayooj Garrix just use Lineage OS or any other custom rom,False
344,ahmed4363,@Peace was Never an Option I have way too much stuff on my phone and I don't have a computer to copy anything. I'm basically too poor for custom roms,False
345,ahmed4363,@nick master at least you are on Android 7I am on Android 3 with like an ancient version of youtube,False
346,parthiban m,No legend use Nokia 1100,False
347,Brics Raneses,Screen recorder with realme 6i android 10 has to both internal and external audio.,False
348,Zuhayr Zaheer,Anupam Maity Tbh APPLE HAD THIS FOR MANY YEARS LOL 😂,False
349,mj,@Zuhayr Zaheer did we ask?,False
350,Zuhayr Zaheer,@mj Y’all Android fanboys come to apple channel and say “ThIs WaS ThErE On AnDrOid” Like wtf  did we ask,False
351,A H,Wireless Android Auto will be really cool,False
352,VIKASH GUPTA,Already enjoying screen recording with internal audio,False
353,Alrox,Don't most android phones have a screen recorder? I know my A71 does except it's not that good because it cant record microphone ;_;,False
354,Interceptor 101,Screen recording with internal audio,False
355,Elyzer Furagganan,@Zuhayr Zaheer then stfu we're not them. So don't be like them! The door is open for iSheeps to leave.,False
356,Zuhayr Zaheer,Elyzer Furagganan I can smell a Android fanboy 😂... Bruh,False
357,Zuhayr Zaheer,Elyzer Furagganan hello gSheep ...,False
