count, author, comment, isLiked?
41,Newsthink,I've been working as a journalist for the last decade. I do everything myself :) I'm a team of one.,False
42,Newsthink,and thank you!!,False
43,Whiz,@Newsthink wow,False
44,Joshdude5570,👍,False
45,Aerojet Rocketdyne RS-25,this channel could become a big CNBC competitor in the coming future  once she gets a team on board  this channel is going to the moon.,False
46,Newsthink,But not to Mars?,False
47,Newsthink,Thanks for watching again :),False
48,Joshdude5570,no problem Thank you for providing good Content for us 😄,False
49,Asante Sana Squash Banana Wewe Nugu Mimi Hapana,And because you commented again  I am gonna like your comment again  while I watch this video again 😎🤣,False
50,Luke.,Is there a Discord server I could Join ?,False
51,Joshdude5570,@Luke. uh sadly nope But I think It will be there In the possible Future maybe ?,False
52,Newsthink,I offer that to my platinum Patron supporters,False
53,Joshdude5570,I think I might soon choose the Subscription. Anyways thank you for the Information !,False
54,Luige Ribeiro,yep! If he had lived in nazi germany  he would be goebbels's assistant  he is to good at propagandas.,False
55,Eka A.,Elon Musk via Tesla is successfully challenging big oil's and big auto's strangle hold on transportation methods and energy production.,False
56,Joshdude5570,So true !,False
57,Aaw Qaq,Me tooo,False
58,Nishan Rajbhandari,ohhhh ... and u deleted previous one,False
59,Team,@Nishan Rajbhandari Oooh. Ya.,False
60,B K,Do a vid about cruise ships and the carnival martigra do a video about,False
61,B K,About cruise ships and the new roller caoster on the carnival martigra,False
62,B K,@Team I agree,False
63,Newsthink,Thanks for the story idea,False
64,Newsthink,I was going to just unlist it but I was unsure how Youtube would feel if it thought they were duplicates.,False
65,Team,@Newsthink Ya,False
66,B K,@Newsthink ok that makes since,False
67,Agostino Silvestri,The question that intrigues me most  is about the Starship main utilization: "Would you travel for months  to start living in a planet where you can only survive with a space suit? Or would you just hope to survive to the asteroids on Earth?",False
68,Newsthink,I thought it was important to include information about the super heavy booster not being part of the flight - as that could significantly bring down costs.,False
69,Nishan Rajbhandari,@Newsthink yea i noticed that ... im sorryy ... i was just listening to it .. so i couldnt find the difference at the time,False
70,Mauro Cad,I suggest: Do no eat spicy burritos before a space flight xD,False
71,Mike B,Maybe SpaceX will do a very unAmerican thing... and assume people can behave like adults... go before getting on the 30 minute flight. :),False
72,Newsthink,Haha thanks! It’s a dance studio that my landlord built :),False
73,Newsthink,Elon said it would be like a coach ride,False
74,Newsthink,You are correct  I posted this two days ago. But I felt I didn't tell a complete story  so it was important for me to reupload it with more info (about pricing & also whether the SH booster would be needed). It must be the journalist in me  I can't overlook this kind of stuff!,False
75,Newsthink,I included new info about the possibility of not using the super heavy booster  thought that was an important addition to include. Thanks for watching it again :),False
76,Newsthink,Another potential story for the future,False
77,Newsthink,Citizen of the world :),False
78,Newsthink,I can't remember what you said last time :),False
79,Mike B,@Newsthink Just some extreme skepticism on the pricing "promises"  as well as the feasibility of it as far as time promises  realistic goals  etc.,False
80,Mike B,Then realized this is just a slightly updated video that was already put out? :),False
81,Newsthink,My goal for the future is to upload more than once a week. Just trying to balance a job and YouTube videos right now :),False
82,Amara Kromah,@Newsthink hopefully there will come a time that youtube can replace your job. You (and your team if you have one) are really good at this !!,False
83,Little Meshi,@Newsthink Just do things howver you want it's your youtube channel  your videos are really nice and informative so take your time doing them. I'm sure most of your fans would agree,False
84,Newsthink,There are slight updates to it! I talked more about the super heavy booster and whether it's actually needed for these earth to earth flights. And elaborated on pricing. Thanks for watching again!,False
85,Perfect Student,Now. That I think about it I think you are right.waiting for the next video.,False
86,Newsthink,Should be out later this week,False
87,Lord of Sadness,Cool video,False
88,Lord of Sadness,Thanks for the Heart,False
89,adithya chowdary,Great content and amazing videos 👌,False
90,adithya chowdary,Great graphics what kind of softwares and hardware are you using,False
91,Newsthink,I use FCPX to edit with multiple plugins  and I edit on a Mac. Also use Canva as well :),False
92,Eka A.,Yes if it would make my overall trip significantly faster. On the other hand a Mach 2.5 electric VTOL could get me anywhere overnight. Equip it with a bed  and shower  and I'm ahead of the game.,False
